tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
someone austin let borrow iphone charger short time heart long time sxsw,,1
sorry austin taking advantage mention mention paid apple popup pepsi stand sxsw pedicab,,1
people line pop apple store sxsw,,1
would interested hear recomds rt mention recommends using google voice separate work life evolvingworkplace sxsw,google product service,2
de ipad rt mention new ubersocial iphone app store includes uberguide sxsw link,,1
win free ipad webdoccom sxsw rt,,1
win free ipad webdoccom sxsw rt awesome tech right,ipad,2
inside ipad chip brings browsing boost rt mention best hungry sxsw tip mekong river g link,ipad,2
omgfree ipad salon h one sxsw,ipad,2
would love ipad sxsw rt mention get food dont forget snap photo win macbook air ipad,ipad,2
future network data thats google may win long term sxsw web saatchiny,google,0
google going try socialnetworking googlecircles announced today sxsw shall see,,1
hope may someday keynote swsx rt mention bored keynote sxsw ipad link,ipad,2
volume overwhelming market selfpolice thats user picked google bing curatedebate sxsw,google,2
seems like every iphone app new update week guess sxsw factor,,1
google buy foursquare quoti dont knowthats interesting questionquot said foursquare ceo crowley sxsw,,1
google launching new social network today sxsw socialmedia link,,1
leaning web convention like small button ipad uxdes sxsw,ipad,0
btw livetweets coming marissa mayer presentation sxsw mayer vp consumer product mention jr,,1
far longest line sxsw apple store,,1
google map app save life regular basis rt mention map million user user mobile sxsw,google product service,2
think ive messed mexican iphone trying update software sxsw app fittingly screen stuck mode,,1
one inyourface ex stealing show yr rt mention quotat sxsw apple school mkt expertsquot link,apple,2
get nav scheme done ipad shape lesson sxsw,,1
loving new iphone app suggestion coming mention sxsw,ipad iphone app,2
omg table next u passing around ipad hipstermuch sxsw,ipad,2
league extraordinary hckers presented mention lightning talk technology sxsw mention speakeasy link,,1
future google mapped sxsw kia recall optimas top advertising news link,,1
z ounce prevention link code valid p infektd sxsw zlf,,1
future reading online customization amp sharing tablet link sxsw,,1
tim get one rt mention apple employee showed force sxsw popup apple store ipad,ipad,2
hehe apple open temporary apple retail store austin ipad launch sxsw geek link,,1
every game app ad sxsw interactive guide show either iphone ipad atampt amp sxsws two promos show wp amp android,,1
buy online wait line rtmention apple set temporary store sxsw link,,1
google party line start behind ha germ put towel early sxsw,google,2
people line ipd sxsw mention apple store sxsw link,,1
look like pop apple store openingapple store employee emerging queue sxsw,,1
wow apple pop store downtown austin projecting million profit weekend alone may stay past weekend sxsw,apple,2
omg apple popup retail sxsw please let full palette ipads truck parked back,ipad,2
use google profile fb entry point fb personal try digg google reader draw people hireme sxsw,google,2
sxsw hire qualified talented woman consciously early startup achieve success google,google,2
anyone read heard anything google circle sxsw,,1
wow apple really thought sxsw link,apple,2
lol true rt mention official people using ipad take photo look weird sxsw,ipad,0
yes please rtmention sxsw want win ipad get case mention mention mentionr,ipad,2
get season clover touch link game stpatrick,,1
sxsw come see bitbop austin gdgtaustin purevolume house trinity monday march th link,,1
anyone seen pop store austin like cnn restaurant apple plus food truck sxsw apple,,1
ah nice simple idea rt mention hello holler gram get know mention new ipad app link hollergram sxsw,ipad iphone app,2
apple stay downtown austin think yes mention apple popup sxsw store detail belies wk lifespan link,,1
trying steve wozniak drink free thanks google hckers sxsw mention speakeasy link,google,2
temp apple store th st austin sxsw closed night quottheyre stuff say austin cop barring door,,1
temp apple store austin quite ipad left sxsw,,1
temp apple store killing austin selling early every day sxsw,apple,2
apple store popped sxsw huge crowd waiting geek dream come true link,apple,2
temp apple store set downtown austin via mention even begin apple win sxsw link dtphcom,,1
sxsw live stream working ipad fail link,ipad,0
sxsw apple survival kit im taking apple stuff sxsw clothes link,apple,2
hmm sxswcominteractivelive stream isnt ipadmobile compatible maybe next year sxsw,ipad,0
let make temptohire position rt mention apple open temporary store sxsw th congress link,,1
used small upstart twitter played sxsw big guy making move apple google sxsw,,1
third time charmgtgtgt google launch new social network sxsw cnet news link,google,2
yay love ipad perfectly portable travel weve thanks sxsw popup store,ipad,2
c quite specimen link code valid infektd sxsw cvdc,,1
got ta love sxsw google calendar featuring top party show case check rt mention via mention gtlink,google product service,2
look like fun session sxsw quotmistakes made building nextflix iphonequot link,ipad iphone app,2
front gate ticket present morning party httpssitesgooglecomsitefrontgatesxsw sxsw music,,1
may hide sxsw tweet think apple popup store final straw yes im jealous,apple,2
would like know lb app downloaded commandeered iphones geolocation setting amp wont relinquish batterykiller sxsw,ipad iphone app,0
sxsw come privacybootcamp startup mention mention google facebook acc abc starting sxswi,,1
brain zombie like content google mention quoted mention contentrules sxsw,,1
brain zombie like content google quotcontent rulesquot mention sxsw,,1
google tv ipad app connected tv experience talk super rad sxsw sxsw,ipad iphone app,2
every time u hold yur ipad air snap pic reminds priest holding bible except designed california sxsw,,1
great see u rt mention ill austin convention center today w mention fam showing new iphone game sxsw,ipad iphone app,2
foursquare ups game time sxsw link still prefer mention far best looking android app date,android app,2
iphone user kill yo self u hated ubertwitter new ubersocial iphone app store includes uberguide sxsw,ipad iphone app,2
iphone user really clueless android o ui presentation seem basic everyone else sxsw,,1
hey iphone user instagram hipstamatic enjoy using sxsw week sure making thing interesting,,1
attn dude using new ipad camera middle overcrowded sxsw presentation rock fail,ipad,1
iphone version flipboard totally redesigned platform mention say sxsw,,1
loving video google geo geek skiing lake tahoe marissagoogle sxsw,,1
n blood link code valid p infektd sxsw necro,,1
spoke google using semantic tech make searching user review better sxsw cmswire web,google,2
traded xoom j party ipad mention sxsw winwin winning tigerblood,ipad,2
look like may able fork cash new ipad sxsw link,,1
email interview mention japan iphone week nothing surprising sxsw,,1
mr google mention recommend submitting article bank seo strategy link im big fan sxsw,,1
dear apple could roll hot dog cart full ipad austin convention center bring hot dog sxsw,ipad,2
strange mixed tweet ipad spammer sxsw regular life together wpacific rim rocking near nuclear disaster compute,,1
iphone mute tag people conversation quotso mention mobile sxsw notatsxsw quot rt mention,,1
new iphone new ipad come running fast cuz every girl crazy sharp mac man strum guitar sxsw,iphone,2
pdparticle mention said wont able get ipad sxsw apple opening popup store link,,1
online first ipad wild sxsw link,,1
hey people sxsw launch mention follow detail chance free ipad,ipad,2
awesome rt mention knitted staircase attendance sxsw party tomo pm hosted mention amp mention link,,1
want one rumor apple opening temporary store downtown austin sxsw ipad launch link,ipad,2
oh apple ridiculous even begin apple winssxsw link via mention,apple,2
yes there line front allbutconfirmed popup apple store sxsw link,,1
yes there line front allbutconfirmed popup apple store sxsw link via mention,,1
apple decision though partake discussion open dev friendly browserwars sxsw cc mention,,1
foursquare extra special revamped fully automated merchant platform link denniscrowley iphone sxsw,,1
genius idea rt mention apple popup store sxsw link,apple,2
idea mention quietly launched hotpot review product last fall outoftheloop sxsw look,,1
update heading apple store buy ipad sxsw,ipad,2
cmon already mention launch major new social network called circle possibly today mention link via mention sxsw,,1
getting ready quotipad design headachesquot sxsw,ipad,0
getting ready sxsw installing mention iphone woot link,ipad iphone app,2
getting ready session designing ipad interface lynn teo ballroom austin convention center sxsw,,1
getting ready designing ipad interface sxsw mention acc ballroom w others pic link,,1
getting ready ipad v android panel sxsw come check,,1
getting ready mom ipad designing boomer link sxsw,,1
sxsw already paying dividend discovered couple cool apps iphone android,ipad iphone app,2
aapl already big winner sxsw link,,1
getting ready hear mention road map vp product marissa mayer pls tell youre going focus search sxsw,,1
